0.99	0.96	0.91	0.78	0.37	0.32999999999999996	0.18999999999999995	0.040000000000000036	0.030000000000000027	0.18000000000000005	0.17000000000000004	0.51	0.54	0.42000000000000004	0.09999999999999998	0.16000000000000003	0.15000000000000002	0.15000000000000002	0.010000000000000009	0.51	0.62	0.54	0.61	0.85	0.95	0.96	0.97	0.84	0.84	0.87	0.81	0.5800000000000001	0.62	0.6599999999999999	0.75	0.76	0.69	0.6	0.5900000000000001	0.32999999999999996	0.19999999999999996	0.18999999999999995	0.32999999999999996	0.52	0.52	0.79	0.94	0.99	0.95	0.96	0.9299999999999999	0.89	0.87	0.77	0.78	0.75	0.77	0.75	0.71	0.5900000000000001	0.78	0.78	0.73	0.86	0.9299999999999999	0.85	0.8200000000000001	0.85	0.6699999999999999	0.55	0.9299999999999999	0.96	0.98	1.0	0.98	0.98	0.98	0.97	0.91	0.94	0.92	0.97	0.94	0.94	0.97	0.99	0.99	0.99	1.0	0.99	0.99	1.0	0.98	0.94	0.89	0.94	0.94	0.99	0.98	1.0	1.0	0.98	0.91	0.95	0.96	0.97	0.95	0.97	0.98	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	0.99
0.99	0.96	0.91	0.78	0.37	0.32999999999999996	0.18999999999999995	0.040000000000000036	0.030000000000000027	0.18000000000000005	0.17000000000000004	0.51	0.54	0.42000000000000004	0.09999999999999998	0.16000000000000003	0.15000000000000002	0.15000000000000002	0.010000000000000009	0.51	0.62	0.54	0.61	0.85	0.95	0.96	0.97	0.84	0.84	0.87	0.81	0.5800000000000001	0.62	0.6599999999999999	0.75	0.76	0.69	0.6	0.5900000000000001	0.32999999999999996	0.19999999999999996	0.18999999999999995	0.32999999999999996	0.52	0.52	0.79	0.94	0.99	0.95	0.96	0.9299999999999999	0.89	0.87	0.77	0.78	0.75	0.77	0.75	0.71	0.5900000000000001	0.78	0.78	0.73	0.86	0.9299999999999999	0.85	0.8200000000000001	0.85	0.6699999999999999	0.55	0.9299999999999999	0.96	0.98	1.0	0.98	0.98	0.98	0.97	0.91	0.94	0.92	0.97	0.94	0.94	0.97	0.99	0.99	0.99	1.0	0.99	0.99	1.0	0.98	0.94	0.89	0.94	0.94	0.99	0.98	1.0	1.0	0.98	0.91	0.95	0.96	0.97	0.95	0.97	0.98	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	0.99
0.99	0.96	0.91	0.78	0.37	0.32999999999999996	0.18999999999999995	0.040000000000000036	0.030000000000000027	0.18000000000000005	0.17000000000000004	0.51	0.54	0.42000000000000004	0.09999999999999998	0.16000000000000003	0.15000000000000002	0.15000000000000002	0.010000000000000009	0.51	0.62	0.54	0.61	0.85	0.95	0.96	0.97	0.84	0.84	0.87	0.81	0.5800000000000001	0.62	0.6599999999999999	0.75	0.76	0.69	0.6	0.5900000000000001	0.32999999999999996	0.19999999999999996	0.18999999999999995	0.32999999999999996	0.52	0.52	0.79	0.94	0.99	0.95	0.96	0.9299999999999999	0.89	0.87	0.77	0.78	0.75	0.77	0.75	0.71	0.5900000000000001	0.78	0.78	0.73	0.86	0.9299999999999999	0.85	0.8200000000000001	0.85	0.6699999999999999	0.55	0.9299999999999999	0.96	0.98	1.0	0.98	0.98	0.98	0.97	0.91	0.94	0.92	0.97	0.94	0.94	0.97	0.99	0.99	0.99	1.0	0.99	0.99	1.0	0.98	0.94	0.89	0.94	0.94	0.99	0.98	1.0	1.0	0.98	0.91	0.95	0.96	0.97	0.95	0.97	0.98	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	0.99
0.99	0.96	0.91	0.78	0.37	0.32999999999999996	0.18999999999999995	0.040000000000000036	0.030000000000000027	0.18000000000000005	0.17000000000000004	0.51	0.54	0.42000000000000004	0.09999999999999998	0.16000000000000003	0.15000000000000002	0.15000000000000002	0.010000000000000009	0.51	0.62	0.54	0.61	0.85	0.95	0.96	0.97	0.84	0.84	0.87	0.81	0.5800000000000001	0.62	0.6599999999999999	0.75	0.76	0.69	0.6	0.5900000000000001	0.32999999999999996	0.19999999999999996	0.18999999999999995	0.32999999999999996	0.52	0.52	0.79	0.94	0.99	0.95	0.96	0.9299999999999999	0.89	0.87	0.77	0.78	0.75	0.77	0.75	0.71	0.5900000000000001	0.78	0.78	0.73	0.86	0.9299999999999999	0.85	0.8200000000000001	0.85	0.6699999999999999	0.55	0.9299999999999999	0.96	0.98	1.0	0.98	0.98	0.98	0.97	0.91	0.94	0.92	0.97	0.94	0.94	0.97	0.99	0.99	0.99	1.0	0.99	0.99	1.0	0.98	0.94	0.89	0.94	0.94	0.99	0.98	1.0	1.0	0.98	0.91	0.95	0.96	0.97	0.95	0.97	0.98	0.99	1.0	1.0	1.0	0.99	0.99	1.0	1.0	1.0	0.99
0.87	0.87	0.88	0.87	0.85	0.86	0.89	0.96	0.97	0.89	0.89	0.87	0.88	0.88	0.9	0.88	0.92	0.92	0.99	0.88	0.81	0.78	0.76	0.74	0.74	0.72	0.6599999999999999	0.5700000000000001	0.6	0.53	0.49	0.49	0.55	0.63	0.62	0.63	0.63	0.62	0.63	0.74	0.8	0.8200000000000001	0.73	0.64	0.64	0.63	0.64	0.61	0.6	0.61	0.61	0.54	0.48	0.39	0.37	0.38	0.33999999999999997	0.36	0.36	0.42000000000000004	0.45999999999999996	0.45999999999999996	0.5	0.65	0.65	0.71	0.6799999999999999	0.6599999999999999	0.65	0.65	0.75	0.85	0.9299999999999999	0.94	0.95	0.96	0.94	0.9299999999999999	0.92	0.92	0.91	0.9299999999999999	0.9299999999999999	0.9299999999999999	0.94	0.94	0.94	0.95	0.94	0.94	0.96	0.9299999999999999	0.92	0.9299999999999999	0.9299999999999999	0.91	0.9299999999999999	0.9299999999999999	0.91	0.95	0.96	0.98	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.96	0.98	0.98	0.96	0.97	0.97
0.87	0.87	0.88	0.87	0.85	0.86	0.89	0.96	0.97	0.89	0.89	0.87	0.88	0.88	0.9	0.88	0.92	0.92	0.99	0.88	0.81	0.78	0.76	0.74	0.74	0.72	0.6599999999999999	0.5700000000000001	0.6	0.53	0.49	0.49	0.55	0.63	0.62	0.63	0.63	0.62	0.63	0.74	0.8	0.8200000000000001	0.73	0.64	0.64	0.63	0.64	0.61	0.6	0.61	0.61	0.54	0.48	0.39	0.37	0.38	0.33999999999999997	0.36	0.36	0.42000000000000004	0.45999999999999996	0.45999999999999996	0.5	0.65	0.65	0.71	0.6799999999999999	0.6599999999999999	0.65	0.65	0.75	0.85	0.9299999999999999	0.94	0.95	0.96	0.94	0.9299999999999999	0.92	0.92	0.91	0.9299999999999999	0.9299999999999999	0.9299999999999999	0.94	0.94	0.94	0.95	0.94	0.94	0.96	0.9299999999999999	0.92	0.9299999999999999	0.9299999999999999	0.91	0.9299999999999999	0.9299999999999999	0.91	0.95	0.96	0.98	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.96	0.98	0.98	0.96	0.97	0.97
0.87	0.87	0.88	0.87	0.85	0.86	0.89	0.96	0.97	0.89	0.89	0.87	0.88	0.88	0.9	0.88	0.92	0.92	0.99	0.88	0.81	0.78	0.76	0.74	0.74	0.72	0.6599999999999999	0.5700000000000001	0.6	0.53	0.49	0.49	0.55	0.63	0.62	0.63	0.63	0.62	0.63	0.74	0.8	0.8200000000000001	0.73	0.64	0.64	0.63	0.64	0.61	0.6	0.61	0.61	0.54	0.48	0.39	0.37	0.38	0.33999999999999997	0.36	0.36	0.42000000000000004	0.45999999999999996	0.45999999999999996	0.5	0.65	0.65	0.71	0.6799999999999999	0.6599999999999999	0.65	0.65	0.75	0.85	0.9299999999999999	0.94	0.95	0.96	0.94	0.9299999999999999	0.92	0.92	0.91	0.9299999999999999	0.9299999999999999	0.9299999999999999	0.94	0.94	0.94	0.95	0.94	0.94	0.96	0.9299999999999999	0.92	0.9299999999999999	0.9299999999999999	0.91	0.9299999999999999	0.9299999999999999	0.91	0.95	0.96	0.98	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.96	0.98	0.98	0.96	0.97	0.97
0.87	0.87	0.88	0.87	0.85	0.86	0.89	0.96	0.97	0.89	0.89	0.87	0.88	0.88	0.9	0.88	0.92	0.92	0.99	0.88	0.81	0.78	0.76	0.74	0.74	0.72	0.6599999999999999	0.5700000000000001	0.6	0.53	0.49	0.49	0.55	0.63	0.62	0.63	0.63	0.62	0.63	0.74	0.8	0.8200000000000001	0.73	0.64	0.64	0.63	0.64	0.61	0.6	0.61	0.61	0.54	0.48	0.39	0.37	0.38	0.33999999999999997	0.36	0.36	0.42000000000000004	0.45999999999999996	0.45999999999999996	0.5	0.65	0.65	0.71	0.6799999999999999	0.6599999999999999	0.65	0.65	0.75	0.85	0.9299999999999999	0.94	0.95	0.96	0.94	0.9299999999999999	0.92	0.92	0.91	0.9299999999999999	0.9299999999999999	0.9299999999999999	0.94	0.94	0.94	0.95	0.94	0.94	0.96	0.9299999999999999	0.92	0.9299999999999999	0.9299999999999999	0.91	0.9299999999999999	0.9299999999999999	0.91	0.95	0.96	0.98	0.97	0.97	0.96	0.97	0.96	0.97	0.97	0.97	0.96	0.96	0.96	0.96	0.98	0.98	0.96	0.97	0.97
0.14	0.17000000000000004	0.20999999999999996	0.35	0.78	0.81	0.92	1.0	1.0	0.9299999999999999	0.94	0.62	0.5800000000000001	0.7	1.0	0.96	0.9299999999999999	0.9299999999999999	1.0	0.61	0.5700000000000001	0.6799999999999999	0.63	0.41000000000000003	0.31000000000000005	0.31999999999999995	0.37	0.5900000000000001	0.56	0.6	0.7	0.9299999999999999	0.83	0.71	0.63	0.61	0.6799999999999999	0.78	0.78	0.9299999999999999	1.0	0.99	0.94	0.84	0.84	0.5800000000000001	0.42000000000000004	0.4	0.44999999999999996	0.43000000000000005	0.45999999999999996	0.5700000000000001	0.65	0.84	0.85	0.87	0.89	0.89	0.9299999999999999	0.99	0.76	0.76	0.77	0.49	0.42000000000000004	0.43999999999999995	0.5	0.49	0.6799999999999999	0.8	0.31999999999999995	0.18999999999999995	0.08999999999999997	0.06000000000000005	0.06999999999999995	0.06000000000000005	0.07999999999999996	0.09999999999999998	0.17000000000000004	0.14	0.17000000000000004	0.09999999999999998	0.13	0.13	0.08999999999999997	0.06999999999999995	0.06999999999999995	0.06000000000000005	0.06000000000000005	0.06999999999999995	0.050000000000000044	0.06999999999999995	0.09999999999999998	0.13	0.18000000000000005	0.15000000000000002	0.13	0.07999999999999996	0.10999999999999999	0.050000000000000044	0.040000000000000036	0.040000000000000036	0.12	0.07999999999999996	0.07999999999999996	0.06000000000000005	0.08999999999999997	0.06000000000000005	0.050000000000000044	0.040000000000000036	0.040000000000000036	0.040000000000000036	0.040000000000000036	0.050000000000000044	0.030000000000000027	0.020000000000000018	0.040000000000000036	0.030000000000000027	0.040000000000000036
0.14	0.17000000000000004	0.20999999999999996	0.35	0.78	0.81	0.92	1.0	1.0	0.9299999999999999	0.94	0.62	0.5800000000000001	0.7	1.0	0.96	0.9299999999999999	0.9299999999999999	1.0	0.61	0.5700000000000001	0.6799999999999999	0.63	0.41000000000000003	0.31000000000000005	0.31999999999999995	0.37	0.5900000000000001	0.56	0.6	0.7	0.9299999999999999	0.83	0.71	0.63	0.61	0.6799999999999999	0.78	0.78	0.9299999999999999	1.0	0.99	0.94	0.84	0.84	0.5800000000000001	0.42000000000000004	0.4	0.44999999999999996	0.43000000000000005	0.45999999999999996	0.5700000000000001	0.65	0.84	0.85	0.87	0.89	0.89	0.9299999999999999	0.99	0.76	0.76	0.77	0.49	0.42000000000000004	0.43999999999999995	0.5	0.49	0.6799999999999999	0.8	0.31999999999999995	0.18999999999999995	0.08999999999999997	0.06000000000000005	0.06999999999999995	0.06000000000000005	0.07999999999999996	0.09999999999999998	0.17000000000000004	0.14	0.17000000000000004	0.09999999999999998	0.13	0.13	0.08999999999999997	0.06999999999999995	0.06999999999999995	0.06000000000000005	0.06000000000000005	0.06999999999999995	0.050000000000000044	0.06999999999999995	0.09999999999999998	0.13	0.18000000000000005	0.15000000000000002	0.13	0.07999999999999996	0.10999999999999999	0.050000000000000044	0.040000000000000036	0.040000000000000036	0.12	0.07999999999999996	0.07999999999999996	0.06000000000000005	0.08999999999999997	0.06000000000000005	0.050000000000000044	0.040000000000000036	0.040000000000000036	0.040000000000000036	0.040000000000000036	0.050000000000000044	0.030000000000000027	0.020000000000000018	0.040000000000000036	0.030000000000000027	0.040000000000000036
